Sample in Buffer,Sample in Window,TRIGGER,dac_inst/in_clk,dac_inst/in_reset,dac_inst/in_sdo,dac_inst/p_0_in11_in,dac_inst/out_sclk,dac_inst/out_ss,dac_inst/out_sdio,dac_inst/out_data[15:0]
512,512,1,0,1,0,1,1,1,0,ffff
513,513,0,0,1,0,1,1,1,0,ffff
514,514,0,0,1,0,1,1,1,0,ffff
515,515,0,0,1,0,1,1,1,0,ffff
516,516,0,0,1,0,1,1,1,0,ffff
517,517,0,0,1,0,1,1,1,0,ffff
518,518,0,0,1,0,1,1,1,0,ffff
519,519,0,0,1,0,1,1,1,0,ffff
520,520,0,0,1,0,1,1,1,0,ffff
521,521,0,0,1,0,1,1,1,0,ffff
522,522,0,0,1,0,1,1,1,0,ffff
523,523,0,0,1,0,1,1,1,0,ffff
524,524,0,0,1,0,1,1,1,0,ffff
525,525,0,0,1,0,1,1,1,0,ffff
526,526,0,0,1,0,1,1,1,0,ffff
527,527,0,0,1,0,1,1,1,0,ffff
528,528,0,0,1,0,1,1,1,0,ffff
529,529,0,0,1,0,1,1,1,0,ffff
530,530,0,0,1,0,1,1,1,0,ffff
531,531,0,0,1,0,1,1,1,0,ffff
532,532,0,0,1,0,1,1,1,0,ffff
533,533,0,0,1,0,1,1,1,0,ffff
534,534,0,0,1,0,1,1,1,0,ffff
535,535,0,0,1,0,1,1,1,0,ffff
536,536,0,0,1,0,1,1,1,0,ffff
537,537,0,0,1,0,1,1,1,0,ffff
538,538,0,0,1,0,1,1,1,0,ffff
539,539,0,0,1,0,1,1,1,0,ffff
540,540,0,0,1,0,1,1,1,0,ffff
541,541,0,0,1,0,1,1,1,0,ffff
542,542,0,0,1,0,1,1,1,0,ffff
543,543,0,0,1,0,1,1,1,0,ffff
544,544,0,0,1,0,1,1,1,0,ffff
545,545,0,0,1,0,1,1,1,0,ffff
546,546,0,0,1,0,1,1,1,0,ffff
547,547,0,0,1,0,1,1,1,0,ffff
548,548,0,0,1,0,1,1,1,0,ffff
549,549,0,0,1,0,1,1,1,0,ffff
550,550,0,0,1,0,1,1,1,0,ffff
551,551,0,0,1,0,1,1,1,0,ffff
552,552,0,0,1,0,1,1,1,0,ffff
553,553,0,0,1,0,1,1,1,0,ffff
554,554,0,0,1,0,1,1,1,0,ffff
555,555,0,0,1,0,1,1,1,0,ffff
556,556,0,0,1,0,1,1,1,0,ffff
557,557,0,0,1,0,1,1,1,0,ffff
558,558,0,0,1,0,1,1,1,0,ffff
559,559,0,0,1,0,1,1,1,0,ffff
560,560,0,0,1,0,1,1,1,0,ffff
561,561,0,0,1,0,1,1,1,0,ffff
562,562,0,0,1,0,1,1,1,0,ffff
563,563,0,0,1,0,1,1,1,0,ffff
564,564,0,0,1,0,1,1,1,0,ffff
565,565,0,0,1,0,1,1,1,0,ffff
566,566,0,0,1,0,1,1,1,0,ffff
567,567,0,0,1,0,1,1,0,0,ffff
568,568,0,0,1,0,1,1,0,0,ffff
569,569,0,0,1,0,1,1,0,0,0000
570,570,0,0,1,0,1,0,0,0,0000
571,571,0,0,1,0,1,0,0,0,0000
572,572,0,0,1,0,1,0,0,0,0000
573,573,0,0,1,0,1,0,0,0,0000
574,574,0,0,1,0,1,0,0,0,0000
575,575,0,0,1,0,1,0,0,0,0000
576,576,0,0,1,0,1,1,0,0,0000
577,577,0,0,1,0,1,1,0,0,0000
578,578,0,0,1,0,1,1,0,0,0000
579,579,0,0,1,0,1,1,0,0,0000
580,580,0,0,1,0,1,1,0,0,0000
581,581,0,0,1,0,1,1,0,0,0000
582,582,0,0,1,0,1,0,0,0,0000
583,583,0,0,1,0,1,0,0,0,0000
584,584,0,0,1,0,1,0,0,0,0000
585,585,0,0,1,0,1,0,0,0,0000
586,586,0,0,1,0,1,0,0,0,0000
587,587,0,0,1,0,1,0,0,0,0000
588,588,0,0,1,0,1,1,0,0,0000
589,589,0,0,1,0,1,1,0,0,0000
590,590,0,0,1,0,1,1,0,0,0000
591,591,0,0,1,0,1,1,0,0,0000
592,592,0,0,1,0,1,1,0,0,0000
593,593,0,0,1,0,1,1,0,0,0000
594,594,0,0,1,0,1,0,0,0,0000
595,595,0,0,1,0,1,0,0,0,0000
596,596,0,0,1,0,1,0,0,0,0000
597,597,0,0,1,0,1,0,0,0,0000
598,598,0,0,1,0,1,0,0,0,0000
599,599,0,0,1,0,1,0,0,0,0000
600,600,0,0,1,0,1,1,0,0,0000
601,601,0,0,1,0,1,1,0,0,ffff
602,602,0,0,1,0,1,1,0,0,ffff
603,603,0,0,1,0,1,1,0,0,ffff
604,604,0,0,1,0,1,1,0,0,ffff
605,605,0,0,1,0,1,1,0,0,ffff
606,606,0,0,1,0,1,0,0,0,ffff
607,607,0,0,1,0,1,0,0,0,ffff
608,608,0,0,1,0,1,0,0,0,ffff
609,609,0,0,1,0,1,0,0,0,ffff
610,610,0,0,1,0,1,0,0,0,ffff
611,611,0,0,1,0,1,0,0,0,ffff
612,612,0,0,1,0,1,1,0,0,ffff
613,613,0,0,1,0,1,1,0,0,ffff
614,614,0,0,1,0,1,1,0,0,ffff
615,615,0,0,1,0,1,1,0,0,ffff
616,616,0,0,1,0,1,1,0,0,ffff
617,617,0,0,1,0,1,1,0,0,ffff
618,618,0,0,1,0,1,0,0,0,ffff
619,619,0,0,1,0,1,0,0,0,ffff
620,620,0,0,1,0,1,0,0,0,ffff
621,621,0,0,1,0,1,0,0,0,ffff
622,622,0,0,1,0,1,0,0,0,ffff
623,623,0,0,1,0,1,0,0,0,ffff
624,624,0,0,1,0,1,1,0,0,ffff
625,625,0,0,1,0,1,1,0,0,ffff
626,626,0,0,1,0,1,1,0,0,ffff
627,627,0,0,1,0,1,1,0,0,ffff
628,628,0,0,1,0,1,1,0,0,ffff
629,629,0,0,1,0,1,1,0,0,ffff
630,630,0,0,1,0,1,0,0,0,ffff
631,631,0,0,1,0,1,0,0,0,ffff
632,632,0,0,1,0,1,0,0,1,ffff
633,633,0,0,1,0,1,0,0,1,0000
634,634,0,0,1,0,1,0,0,1,0000
635,635,0,0,1,0,1,0,0,1,0000
636,636,0,0,1,0,1,1,0,1,0000
637,637,0,0,1,0,1,1,0,1,0000
638,638,0,0,1,0,1,1,0,1,0000
639,639,0,0,1,0,1,1,0,1,0000
640,640,0,0,1,0,1,1,0,1,0000
641,641,0,0,1,0,1,1,0,1,0000
642,642,0,0,1,0,1,0,0,1,0000
643,643,0,0,1,0,1,0,0,1,0000
644,644,0,0,1,0,1,0,0,0,0000
645,645,0,0,1,0,1,0,0,0,0000
646,646,0,0,1,0,1,0,0,0,0000
647,647,0,0,1,0,1,0,0,0,0000
648,648,0,0,1,0,1,1,0,0,0000
649,649,0,0,1,0,1,1,0,0,0000
650,650,0,0,1,0,1,1,0,0,0000
651,651,0,0,1,0,1,1,0,0,0000
652,652,0,0,1,0,1,1,0,0,0000
653,653,0,0,1,0,1,1,0,0,0000
654,654,0,0,1,0,1,0,0,0,0000
655,655,0,0,1,0,1,0,0,0,0000
656,656,0,0,1,0,1,0,0,0,0000
657,657,0,0,1,0,1,0,0,0,0000
658,658,0,0,1,0,1,0,0,0,0000
659,659,0,0,1,0,1,0,0,0,0000
660,660,0,0,1,0,1,1,0,0,0000
661,661,0,0,1,0,1,1,0,0,0000
662,662,0,0,1,0,1,1,0,0,0000
663,663,0,0,1,0,1,1,0,0,0000
664,664,0,0,1,0,1,1,0,0,0000
665,665,0,0,1,0,1,1,0,0,ffff
666,666,0,0,1,0,1,0,0,0,ffff
667,667,0,0,1,0,1,0,0,0,ffff
668,668,0,0,1,0,1,0,0,0,ffff
669,669,0,0,1,0,1,0,0,0,ffff
670,670,0,0,1,0,1,0,0,0,ffff
671,671,0,0,1,0,1,0,0,0,ffff
672,672,0,0,1,0,1,1,0,0,ffff
673,673,0,0,1,0,1,1,0,0,ffff
674,674,0,0,1,0,1,1,0,0,ffff
675,675,0,0,1,0,1,1,0,0,ffff
676,676,0,0,1,0,1,1,0,0,ffff
677,677,0,0,1,0,1,1,0,0,ffff
678,678,0,0,1,0,1,0,0,0,ffff
679,679,0,0,1,0,1,0,0,0,ffff
680,680,0,0,1,0,1,0,0,0,ffff
681,681,0,0,1,0,1,0,0,0,ffff
682,682,0,0,1,0,1,0,0,0,ffff
683,683,0,0,1,0,1,0,0,0,ffff
684,684,0,0,1,0,1,1,0,0,ffff
685,685,0,0,1,0,1,1,0,0,ffff
686,686,0,0,1,0,1,1,0,0,ffff
687,687,0,0,1,0,1,1,0,0,ffff
688,688,0,0,1,0,1,1,0,0,ffff
689,689,0,0,1,0,1,1,0,0,ffff
690,690,0,0,1,0,1,0,0,0,ffff
691,691,0,0,1,0,1,0,0,0,ffff
692,692,0,0,1,0,1,0,0,0,ffff
693,693,0,0,1,0,1,0,0,0,ffff
694,694,0,0,1,0,1,0,0,0,ffff
695,695,0,0,1,0,1,0,0,0,ffff
696,696,0,0,1,0,1,1,0,0,ffff
697,697,0,0,1,0,1,1,0,0,0000
698,698,0,0,1,0,1,1,0,0,0000
699,699,0,0,1,0,1,1,0,0,0000
700,700,0,0,1,0,1,1,0,0,0000
701,701,0,0,1,0,1,1,0,0,0000
702,702,0,0,1,0,1,0,0,0,0000
703,703,0,0,1,0,1,0,0,0,0000
704,704,0,0,1,0,1,0,0,0,0000
705,705,0,0,1,0,1,0,0,0,0000
706,706,0,0,1,0,1,0,0,0,0000
707,707,0,0,1,0,1,0,0,0,0000
708,708,0,0,1,0,1,1,0,0,0000
709,709,0,0,1,0,1,1,0,0,0000
710,710,0,0,1,0,1,1,0,0,0000
711,711,0,0,1,0,1,1,0,0,0000
712,712,0,0,1,0,1,1,0,0,0000
713,713,0,0,1,0,1,1,0,0,0000
714,714,0,0,1,0,1,0,0,0,0000
715,715,0,0,1,0,1,0,0,0,0000
716,716,0,0,1,0,1,0,0,0,0000
717,717,0,0,1,0,1,0,0,0,0000
718,718,0,0,1,0,1,0,0,0,0000
719,719,0,0,1,0,1,0,0,0,0000
720,720,0,0,1,0,1,1,0,0,0000
721,721,0,0,1,0,1,1,0,0,0000
722,722,0,0,1,0,1,1,0,0,0000
723,723,0,0,1,0,1,1,0,0,0000
724,724,0,0,1,0,1,1,0,0,0000
725,725,0,0,1,0,1,1,0,0,0000
726,726,0,0,1,0,1,0,0,0,0000
727,727,0,0,1,0,1,0,0,0,0000
728,728,0,0,1,0,1,0,0,0,0000
729,729,0,0,1,0,1,0,0,0,ffff
730,730,0,0,1,0,1,0,0,0,ffff
731,731,0,0,1,0,1,0,0,0,ffff
732,732,0,0,1,0,1,1,0,0,ffff
733,733,0,0,1,0,1,1,0,0,ffff
734,734,0,0,1,0,1,1,0,0,ffff
735,735,0,0,1,0,1,1,0,0,ffff
736,736,0,0,1,0,1,1,0,0,ffff
737,737,0,0,1,0,1,1,0,0,ffff
738,738,0,0,1,0,1,0,0,0,ffff
739,739,0,0,1,0,1,0,0,0,ffff
740,740,0,0,1,0,1,0,0,0,ffff
741,741,0,0,1,0,1,0,0,0,ffff
742,742,0,0,1,0,1,0,0,0,ffff
743,743,0,0,1,0,1,0,0,0,ffff
744,744,0,0,1,0,1,1,0,0,ffff
745,745,0,0,1,0,1,1,0,0,ffff
746,746,0,0,1,0,1,1,0,0,ffff
747,747,0,0,1,0,1,1,0,0,ffff
748,748,0,0,1,0,1,1,0,0,ffff
749,749,0,0,1,0,1,1,0,0,ffff
750,750,0,0,1,0,1,0,0,0,ffff
751,751,0,0,1,0,1,0,0,0,ffff
752,752,0,0,1,0,1,0,0,0,ffff
753,753,0,0,1,0,1,0,0,0,ffff
754,754,0,0,1,0,1,0,0,0,ffff
755,755,0,0,1,0,1,0,0,0,ffff
756,756,0,0,1,0,1,1,0,0,ffff
757,757,0,0,1,0,1,1,0,0,ffff
758,758,0,0,1,0,1,1,0,0,ffff
759,759,0,0,1,0,1,1,0,0,ffff
760,760,0,0,1,0,1,1,1,0,ffff
761,761,0,0,1,0,1,1,1,0,ffff
762,762,0,0,1,0,1,1,1,0,ffff
763,763,0,0,1,0,1,1,1,0,ffff
764,764,0,0,1,0,1,1,1,0,ffff
765,765,0,0,1,0,1,1,1,0,ffff
766,766,0,0,1,0,1,1,1,0,ffff
767,767,0,0,1,0,1,1,1,0,ffff
768,768,0,0,1,0,1,1,1,0,ffff
769,769,0,0,1,0,1,1,1,0,ffff
770,770,0,0,1,0,1,1,1,0,ffff
771,771,0,0,1,0,1,1,1,0,ffff
772,772,0,0,1,0,1,1,1,0,ffff
773,773,0,0,1,0,1,1,1,0,ffff
774,774,0,0,1,0,1,1,1,0,ffff
775,775,0,0,1,0,1,1,1,0,ffff
776,776,0,0,1,0,1,1,1,0,ffff
777,777,0,0,1,0,1,1,1,0,ffff
778,778,0,0,1,0,1,1,1,0,ffff
779,779,0,0,1,0,1,1,1,0,ffff
780,780,0,0,1,0,1,1,1,0,ffff
781,781,0,0,1,0,1,1,1,0,ffff
782,782,0,0,1,0,1,1,1,0,ffff
783,783,0,0,1,0,1,1,1,0,ffff
784,784,0,0,1,0,1,1,1,0,ffff
785,785,0,0,1,0,1,1,1,0,ffff
786,786,0,0,1,0,1,1,1,0,ffff
787,787,0,0,1,0,1,1,1,0,ffff
788,788,0,0,1,0,1,1,1,0,ffff
789,789,0,0,1,0,1,1,1,0,ffff
790,790,0,0,1,0,1,1,1,0,ffff
791,791,0,0,1,0,1,1,1,0,ffff
792,792,0,0,1,0,1,1,1,0,ffff
793,793,0,0,1,0,1,1,1,0,ffff
794,794,0,0,1,0,1,1,1,0,ffff
795,795,0,0,1,0,1,1,1,0,ffff
796,796,0,0,1,0,1,1,1,0,ffff
797,797,0,0,1,0,1,1,1,0,ffff
798,798,0,0,1,0,1,1,1,0,ffff
799,799,0,0,1,0,1,1,1,0,ffff
800,800,0,0,1,0,1,1,1,0,ffff
801,801,0,0,1,0,1,1,1,0,ffff
802,802,0,0,1,0,1,1,1,0,ffff
803,803,0,0,1,0,1,1,1,0,ffff
804,804,0,0,1,0,1,1,1,0,ffff
805,805,0,0,1,0,1,1,1,0,ffff
806,806,0,0,1,0,1,1,1,0,ffff
807,807,0,0,1,0,1,1,1,0,ffff
808,808,0,0,1,0,1,1,1,0,ffff
809,809,0,0,1,0,1,1,1,0,ffff
810,810,0,0,1,0,1,1,1,0,ffff
811,811,0,0,1,0,1,1,1,0,ffff
812,812,0,0,1,0,1,1,1,0,ffff
813,813,0,0,1,0,1,1,1,0,ffff
814,814,0,0,1,0,1,1,1,0,ffff
815,815,0,0,1,0,1,1,1,0,ffff
816,816,0,0,1,0,1,1,1,0,ffff
817,817,0,0,1,0,1,1,1,0,ffff
818,818,0,0,1,0,1,1,1,0,ffff
819,819,0,0,1,0,1,1,1,0,ffff
820,820,0,0,1,0,1,1,1,0,ffff
821,821,0,0,1,0,1,1,1,0,ffff
822,822,0,0,1,0,1,1,1,0,ffff
823,823,0,0,1,0,1,1,1,0,ffff
824,824,0,0,1,0,1,1,1,0,ffff
825,825,0,0,1,0,1,1,1,0,ffff
826,826,0,0,1,0,1,1,1,0,ffff
827,827,0,0,1,0,1,1,0,0,ffff
828,828,0,0,1,0,1,1,0,0,0000
829,829,0,0,1,0,1,1,0,0,0000
830,830,0,0,1,0,1,0,0,0,0000
831,831,0,0,1,0,1,0,0,0,0000
832,832,0,0,1,0,1,0,0,0,0000
833,833,0,0,1,0,1,0,0,0,0000
834,834,0,0,1,0,1,0,0,0,0000
835,835,0,0,1,0,1,0,0,0,0000
836,836,0,0,1,0,1,1,0,0,0000
837,837,0,0,1,0,1,1,0,0,0000
838,838,0,0,1,0,1,1,0,0,0000
839,839,0,0,1,0,1,1,0,0,0000
840,840,0,0,1,0,1,1,0,0,0000
841,841,0,0,1,0,1,1,0,0,0000
842,842,0,0,1,0,1,0,0,0,0000
843,843,0,0,1,0,1,0,0,0,0000
844,844,0,0,1,0,1,0,0,0,0000
845,845,0,0,1,0,1,0,0,0,0000
846,846,0,0,1,0,1,0,0,0,0000
847,847,0,0,1,0,1,0,0,0,0000
848,848,0,0,1,0,1,1,0,0,0000
849,849,0,0,1,0,1,1,0,0,0000
850,850,0,0,1,0,1,1,0,0,0000
851,851,0,0,1,0,1,1,0,0,0000
852,852,0,0,1,0,1,1,0,0,0000
853,853,0,0,1,0,1,1,0,0,0000
854,854,0,0,1,0,1,0,0,0,0000
855,855,0,0,1,0,1,0,0,0,0000
856,856,0,0,1,0,1,0,0,0,0000
857,857,0,0,1,0,1,0,0,0,0000
858,858,0,0,1,0,1,0,0,0,0000
859,859,0,0,1,0,1,0,0,0,0000
860,860,0,0,1,0,1,1,0,0,ffff
861,861,0,0,1,0,1,1,0,0,ffff
862,862,0,0,1,0,1,1,0,0,ffff
863,863,0,0,1,0,1,1,0,0,ffff
864,864,0,0,1,0,1,1,0,0,ffff
865,865,0,0,1,0,1,1,0,0,ffff
866,866,0,0,1,0,1,0,0,0,ffff
867,867,0,0,1,0,1,0,0,0,ffff
868,868,0,0,1,0,1,0,0,0,ffff
869,869,0,0,1,0,1,0,0,0,ffff
870,870,0,0,1,0,1,0,0,0,ffff
871,871,0,0,1,0,1,0,0,0,ffff
872,872,0,0,1,0,1,1,0,0,ffff
873,873,0,0,1,0,1,1,0,0,ffff
874,874,0,0,1,0,1,1,0,0,ffff
875,875,0,0,1,0,1,1,0,0,ffff
876,876,0,0,1,0,1,1,0,0,ffff
877,877,0,0,1,0,1,1,0,0,ffff
878,878,0,0,1,0,1,0,0,0,ffff
879,879,0,0,1,0,1,0,0,0,ffff
880,880,0,0,1,0,1,0,0,0,ffff
881,881,0,0,1,0,1,0,0,0,ffff
882,882,0,0,1,0,1,0,0,0,ffff
883,883,0,0,1,0,1,0,0,0,ffff
884,884,0,0,1,0,1,1,0,0,ffff
885,885,0,0,1,0,1,1,0,0,ffff
886,886,0,0,1,0,1,1,0,0,ffff
887,887,0,0,1,0,1,1,0,0,ffff
888,888,0,0,1,0,1,1,0,0,ffff
889,889,0,0,1,0,1,1,0,0,ffff
890,890,0,0,1,0,1,0,0,0,ffff
891,891,0,0,1,0,1,0,0,0,ffff
892,892,0,0,1,0,1,0,0,1,0000
893,893,0,0,1,0,1,0,0,1,0000
894,894,0,0,1,0,1,0,0,1,0000
895,895,0,0,1,0,1,0,0,1,0000
896,896,0,0,1,0,1,1,0,1,0000
897,897,0,0,1,0,1,1,0,1,0000
898,898,0,0,1,0,1,1,0,1,0000
899,899,0,0,1,0,1,1,0,1,0000
900,900,0,0,1,0,1,1,0,1,0000
901,901,0,0,1,0,1,1,0,1,0000
902,902,0,0,1,0,1,0,0,1,0000
903,903,0,0,1,0,1,0,0,1,0000
904,904,0,0,1,0,1,0,0,0,0000
905,905,0,0,1,0,1,0,0,0,0000
906,906,0,0,1,0,1,0,0,0,0000
907,907,0,0,1,0,1,0,0,0,0000
908,908,0,0,1,0,1,1,0,0,0000
909,909,0,0,1,0,1,1,0,0,0000
910,910,0,0,1,0,1,1,0,0,0000
911,911,0,0,1,0,1,1,0,0,0000
912,912,0,0,1,0,1,1,0,0,0000
913,913,0,0,1,0,1,1,0,0,0000
914,914,0,0,1,0,1,0,0,0,0000
915,915,0,0,1,0,1,0,0,0,0000
916,916,0,0,1,0,1,0,0,0,0000
917,917,0,0,1,0,1,0,0,0,0000
918,918,0,0,1,0,1,0,0,0,0000
919,919,0,0,1,0,1,0,0,0,0000
920,920,0,0,1,0,1,1,0,0,0000
921,921,0,0,1,0,1,1,0,0,0000
922,922,0,0,1,0,1,1,0,0,0000
923,923,0,0,1,0,1,1,0,0,0000
924,924,0,0,1,0,1,1,0,0,ffff
925,925,0,0,1,0,1,1,0,0,ffff
926,926,0,0,1,0,1,0,0,0,ffff
927,927,0,0,1,0,1,0,0,0,ffff
928,928,0,0,1,0,1,0,0,0,ffff
929,929,0,0,1,0,1,0,0,0,ffff
930,930,0,0,1,0,1,0,0,0,ffff
931,931,0,0,1,0,1,0,0,0,ffff
932,932,0,0,1,0,1,1,0,0,ffff
933,933,0,0,1,0,1,1,0,0,ffff
934,934,0,0,1,0,1,1,0,0,ffff
935,935,0,0,1,0,1,1,0,0,ffff
936,936,0,0,1,0,1,1,0,0,ffff
937,937,0,0,1,0,1,1,0,0,ffff
938,938,0,0,1,0,1,0,0,0,ffff
939,939,0,0,1,0,1,0,0,0,ffff
940,940,0,0,1,0,1,0,0,0,ffff
941,941,0,0,1,0,1,0,0,0,ffff
942,942,0,0,1,0,1,0,0,0,ffff
943,943,0,0,1,0,1,0,0,0,ffff
944,944,0,0,1,0,1,1,0,0,ffff
945,945,0,0,1,0,1,1,0,0,ffff
946,946,0,0,1,0,1,1,0,0,ffff
947,947,0,0,1,0,1,1,0,0,ffff
948,948,0,0,1,0,1,1,0,0,ffff
949,949,0,0,1,0,1,1,0,0,ffff
950,950,0,0,1,0,1,0,0,0,ffff
951,951,0,0,1,0,1,0,0,0,ffff
952,952,0,0,1,0,1,0,0,0,ffff
953,953,0,0,1,0,1,0,0,0,ffff
954,954,0,0,1,0,1,0,0,0,ffff
955,955,0,0,1,0,1,0,0,0,ffff
956,956,0,0,1,0,1,1,0,0,0000
957,957,0,0,1,0,1,1,0,0,0000
958,958,0,0,1,0,1,1,0,0,0000
959,959,0,0,1,0,1,1,0,0,0000
960,960,0,0,1,0,1,1,0,0,0000
961,961,0,0,1,0,1,1,0,0,0000
962,962,0,0,1,0,1,0,0,0,0000
963,963,0,0,1,0,1,0,0,0,0000
964,964,0,0,1,0,1,0,0,0,0000
965,965,0,0,1,0,1,0,0,0,0000
966,966,0,0,1,0,1,0,0,0,0000
967,967,0,0,1,0,1,0,0,0,0000
968,968,0,0,1,0,1,1,0,0,0000
969,969,0,0,1,0,1,1,0,0,0000
970,970,0,0,1,0,1,1,0,0,0000
971,971,0,0,1,0,1,1,0,0,0000
972,972,0,0,1,0,1,1,0,0,0000
973,973,0,0,1,0,1,1,0,0,0000
974,974,0,0,1,0,1,0,0,0,0000
975,975,0,0,1,0,1,0,0,0,0000
976,976,0,0,1,0,1,0,0,0,0000
977,977,0,0,1,0,1,0,0,0,0000
978,978,0,0,1,0,1,0,0,0,0000
979,979,0,0,1,0,1,0,0,0,0000
980,980,0,0,1,0,1,1,0,0,0000
981,981,0,0,1,0,1,1,0,0,0000
982,982,0,0,1,0,1,1,0,0,0000
983,983,0,0,1,0,1,1,0,0,0000
984,984,0,0,1,0,1,1,0,0,0000
985,985,0,0,1,0,1,1,0,0,0000
986,986,0,0,1,0,1,0,0,0,0000
987,987,0,0,1,0,1,0,0,0,0000
988,988,0,0,1,0,1,0,0,0,ffff
989,989,0,0,1,0,1,0,0,0,ffff
990,990,0,0,1,0,1,0,0,0,ffff
991,991,0,0,1,0,1,0,0,0,ffff
992,992,0,0,1,0,1,1,0,0,ffff
993,993,0,0,1,0,1,1,0,0,ffff
994,994,0,0,1,0,1,1,0,0,ffff
995,995,0,0,1,0,1,1,0,0,ffff
996,996,0,0,1,0,1,1,0,0,ffff
997,997,0,0,1,0,1,1,0,0,ffff
998,998,0,0,1,0,1,0,0,0,ffff
999,999,0,0,1,0,1,0,0,0,ffff
1000,1000,0,0,1,0,1,0,0,0,ffff
1001,1001,0,0,1,0,1,0,0,0,ffff
1002,1002,0,0,1,0,1,0,0,0,ffff
1003,1003,0,0,1,0,1,0,0,0,ffff
1004,1004,0,0,1,0,1,1,0,0,ffff
1005,1005,0,0,1,0,1,1,0,0,ffff
1006,1006,0,0,1,0,1,1,0,0,ffff
1007,1007,0,0,1,0,1,1,0,0,ffff
1008,1008,0,0,1,0,1,1,0,0,ffff
1009,1009,0,0,1,0,1,1,0,0,ffff
1010,1010,0,0,1,0,1,0,0,0,ffff
1011,1011,0,0,1,0,1,0,0,0,ffff
1012,1012,0,0,1,0,1,0,0,0,ffff
1013,1013,0,0,1,0,1,0,0,0,ffff
1014,1014,0,0,1,0,1,0,0,0,ffff
1015,1015,0,0,1,0,1,0,0,0,ffff
1016,1016,0,0,1,0,1,1,0,0,ffff
1017,1017,0,0,1,0,1,1,0,0,ffff
1018,1018,0,0,1,0,1,1,0,0,ffff
1019,1019,0,0,1,0,1,1,0,0,ffff
1020,1020,0,0,1,0,1,1,1,0,ffff
1021,1021,0,0,1,0,1,1,1,0,ffff
1022,1022,0,0,1,0,1,1,1,0,ffff
1023,1023,0,0,1,0,1,1,1,0,ffff
